id_gene,ensembl,gene_name,hgnc_symbol,protein_name,protein_id
1165,ENSG00000169083,AR,AR,AR_HUMAN,1165
1166,ENSG00000140009,ESR2,ESR2,ESR2_HUMAN,1166
1167,ENSG00000147155,EBP,EBP,EBP_HUMAN,1167
1168,ENSG00000204305,AGER,AGER,AGER_HUMAN,1168
1169,ENSG00000177674,AGTRAP,AGTRAP,AGTRAP_HUMAN,1169
1170,ENSG00000179344,HLA-DQB1,HLA-DQB1,HLA-DQB1_HUMAN,1170
1171,ENSG00000237541,HLA-DQA2,HLA-DQA2,HLA-DQA2_HUMAN,1171
1172,ENSG00000124731,TREM1,TREM1,TREM1_HUMAN,1172
1173,ENSG00000171444,MCC,MCC,MCC_HUMAN,1173
1174,ENSG00000106991,ENG,ENG,ENG_HUMAN,1174
1175,ENSG00000174136,RGMB,RGMB,RGMB_HUMAN,1175
1176,Unknown00009,HFE2,HFE2,HFE2_HUMAN,1176
1177,Unknown00010,ATP5B,ATP5B,ATP5B_HUMAN,1177
1178,ENSG00000115598,IL1RL2,IL1RL2,IL1RL2_HUMAN,1178
1179,ENSG00000157551,KCNJ15,KCNJ15,KCNJ15_HUMAN,1179
1180,ENSG00000127418,FGFRL1,FGFRL1,FGFRL1_HUMAN,1180
1181,ENSG00000156395,SORCS3,SORCS3,SORCS3_HUMAN,1181
1182,ENSG00000147255,IGSF1,IGSF1,IGSF1_HUMAN,1182
1183,ENSG00000184985,SORCS2,SORCS2,SORCS2_HUMAN,1183
1184,ENSG00000120907,ADRA1A,ADRA1A,ADRA1A_HUMAN,1184
1185,ENSG00000019169,MARCO,MARCO,MARCO_HUMAN,1185
1186,ENSG00000141505,ASGR1,ASGR1,ASGR1_HUMAN,1186
1187,ENSG00000138449,SLC40A1,SLC40A1,SLC40A1_HUMAN,1187
1188,ENSG00000173250,GPR151,GPR151,GPR151_HUMAN,1188
1189,ENSG00000105366,SIGLEC8,SIGLEC8,SIGLEC8_HUMAN,1189
1190,ENSG00000113262,GRM6,GRM6,GRM6_HUMAN,1190
1191,ENSG00000136928,GABBR2,GABBR2,GABBR2_HUMAN,1191
1192,ENSG00000267534,S1PR2,S1PR2,S1PR2_HUMAN,1192
1193,ENSG00000125910,S1PR4,S1PR4,S1PR4_HUMAN,1193
1194,ENSG00000181072,CHRM2,CHRM2,CHRM2_HUMAN,1194
1195,ENSG00000180720,CHRM4,CHRM4,CHRM4_HUMAN,1195
1196,ENSG00000150594,ADRA2A,ADRA2A,ADRA2A_HUMAN,1196
1197,ENSG00000282608,ADORA3,ADORA3,ADORA3_HUMAN,1197
1198,ENSG00000149295,DRD2,DRD2,DRD2_HUMAN,1198
1199,ENSG00000274286,ADRA2B,ADRA2B,ADRA2B_HUMAN,1199
1200,ENSG00000184160,ADRA2C,ADRA2C,ADRA2C_HUMAN,1200
1201,ENSG00000170989,S1PR1,S1PR1,S1PR1_HUMAN,1201
1202,ENSG00000118432,CNR1,CNR1,CNR1_HUMAN,1202
1203,ENSG00000069696,DRD4,DRD4,DRD4_HUMAN,1203
1204,ENSG00000163485,ADORA1,ADORA1,ADORA1_HUMAN,1204
1205,ENSG00000188822,CNR2,CNR2,CNR2_HUMAN,1205
1206,ENSG00000151577,DRD3,DRD3,DRD3_HUMAN,1206
1207,ENSG00000036828,CASR,CASR,CASR_HUMAN,1207
1208,ENSG00000050628,PTGER3,PTGER3,PTGER3_HUMAN,1208
1209,ENSG00000255398,HCAR3,HCAR3,HCAR3_HUMAN,1209
1210,ENSG00000186912,P2RY4,P2RY4,P2RY4_HUMAN,1210
1211,ENSG00000257138,TAS2R38,TAS2R38,TAS2R38_HUMAN,1211
1212,ENSG00000236398,TAS2R39,TAS2R39,TAS2R39_HUMAN,1212
1213,ENSG00000221937,TAS2R40,TAS2R40,TAS2R40_HUMAN,1213
1214,ENSG00000221855,TAS2R41,TAS2R41,TAS2R41_HUMAN,1214
1215,ENSG00000256436,TAS2R31,TAS2R31,TAS2R31_HUMAN,1215
1216,ENSG00000226761,TAS2R46,TAS2R46,TAS2R46_HUMAN,1216
1217,ENSG00000185899,TAS2R60,TAS2R60,TAS2R60_HUMAN,1217
1218,ENSG00000144230,GPR17,GPR17,GPR17_HUMAN,1218
1219,ENSG00000125245,GPR18,GPR18,GPR18_HUMAN,1219
1220,ENSG00000164082,GRM2,GRM2,GRM2_HUMAN,1220
1221,ENSG00000196277,GRM7,GRM7,GRM7_HUMAN,1221
1222,ENSG00000198822,GRM3,GRM3,GRM3_HUMAN,1222
1223,ENSG00000182782,HCAR2,HCAR2,HCAR2_HUMAN,1223
1224,ENSG00000165621,OXGR1,OXGR1,OXGR1_HUMAN,1224
1225,ENSG00000213694,S1PR3,S1PR3,S1PR3_HUMAN,1225
1226,ENSG00000164850,GPER1,GPER1,GPER1_HUMAN,1226
1227,ENSG00000181631,P2RY13,P2RY13,P2RY13_HUMAN,1227
1228,ENSG00000198829,SUCNR1,SUCNR1,SUCNR1_HUMAN,1228
1229,ENSG00000196917,HCAR1,HCAR1,HCAR1_HUMAN,1229
1230,ENSG00000184574,LPAR5,LPAR5,LPAR5_HUMAN,1230
1231,ENSG00000180739,S1PR5,S1PR5,S1PR5_HUMAN,1231
1232,ENSG00000169313,P2RY12,P2RY12,P2RY12_HUMAN,1232
1233,ENSG00000128519,TAS2R16,TAS2R16,TAS2R16_HUMAN,1233
1234,ENSG00000212127,TAS2R14,TAS2R14,TAS2R14_HUMAN,1234
1235,ENSG00000212128,TAS2R13,TAS2R13,TAS2R13_HUMAN,1235
1236,ENSG00000121318,TAS2R10,TAS2R10,TAS2R10_HUMAN,1236
1237,ENSG00000121377,TAS2R7,TAS2R7,TAS2R7_HUMAN,1237
1238,ENSG00000127364,TAS2R4,TAS2R4,TAS2R4_HUMAN,1238
1239,ENSG00000127362,TAS2R3,TAS2R3,TAS2R3_HUMAN,1239
1240,ENSG00000169777,TAS2R1,TAS2R1,TAS2R1_HUMAN,1240
1241,ENSG00000204681,GABBR1,GABBR1,GABBR1_HUMAN,1241
1242,ENSG00000171517,LPAR3,LPAR3,LPAR3_HUMAN,1242
1243,ENSG00000135898,GPR55,GPR55,GPR55_HUMAN,1243
1244,ENSG00000126262,FFAR2,FFAR2,FFAR2_HUMAN,1244
1245,ENSG00000184984,CHRM5,CHRM5,CHRM5_HUMAN,1245
1246,ENSG00000168539,CHRM1,CHRM1,CHRM1_HUMAN,1246
1247,ENSG00000133019,CHRM3,CHRM3,CHRM3_HUMAN,1247
1248,ENSG00000006638,TBXA2R,TBXA2R,TBXA2R_HUMAN,1248
1249,ENSG00000171873,ADRA1D,ADRA1D,ADRA1D_HUMAN,1249
1250,ENSG00000169403,PTAFR,PTAFR,PTAFR_HUMAN,1250
1251,ENSG00000160951,PTGER1,PTGER1,PTGER1_HUMAN,1251
1252,ENSG00000170214,ADRA1B,ADRA1B,ADRA1B_HUMAN,1252
1253,ENSG00000175591,P2RY2,P2RY2,P2RY2_HUMAN,1253
1254,ENSG00000168959,GRM5,GRM5,GRM5_HUMAN,1254
1255,ENSG00000122420,PTGFR,PTGFR,PTGFR_HUMAN,1255
1256,ENSG00000139679,LPAR6,LPAR6,LPAR6_HUMAN,1256
1257,ENSG00000177464,GPR4,GPR4,GPR4_HUMAN,1257
1258,ENSG00000169860,P2RY1,P2RY1,P2RY1_HUMAN,1258
1259,ENSG00000171631,P2RY6,P2RY6,P2RY6_HUMAN,1259
1260,ENSG00000213903,LTB4R,LTB4R,LTB4R_HUMAN,1260
1261,ENSG00000119714,GPR68,GPR68,GPR68_HUMAN,1261
1262,ENSG00000173612,GPRC6A,GPRC6A,GPRC6A_HUMAN,1262
1263,ENSG00000140030,GPR65,GPR65,GPR65_HUMAN,1263
1264,ENSG00000213906,LTB4R2,LTB4R2,LTB4R2_HUMAN,1264
1265,ENSG00000152207,CYSLTR2,CYSLTR2,CYSLTR2_HUMAN,1265
1266,ENSG00000122375,OPN4,OPN4,OPN4_HUMAN,1266
1267,ENSG00000183484,GPR132,GPR132,GPR132_HUMAN,1267
1268,ENSG00000173198,CYSLTR1,CYSLTR1,CYSLTR1_HUMAN,1268
1269,ENSG00000150471,ADGRL3,ADGRL3,ADGRL3_HUMAN,1269
1270,ENSG00000177575,CD163,CD163,CD163_HUMAN,1270
1271,ENSG00000196735,HLA-DQA1,HLA-DQA1,HLA-DQA1_HUMAN,1271
1272,ENSG00000138760,SCARB2,SCARB2,SCARB2_HUMAN,1272
1273,ENSG00000169604,ANTXR1,ANTXR1,ANTXR1_HUMAN,1273
1274,ENSG00000166825,ANPEP,ANPEP,ANPEP_HUMAN,1274
1275,ENSG00000167286,CD3D,CD3D,CD3D_HUMAN,1275
1276,ENSG00000160654,CD3G,CD3G,CD3G_HUMAN,1276
1277,ENSG00000001626,CFTR,CFTR,CFTR_HUMAN,1277
1278,ENSG00000003056,M6PR,M6PR,M6PR_HUMAN,1278
1279,ENSG00000153071,DAB2,DAB2,DAB2_HUMAN,1279
1280,ENSG00000110195,FOLR1,FOLR1,FOLR1_HUMAN,1280
1281,ENSG00000155511,GRIA1,GRIA1,GRIA1_HUMAN,1281
1282,ENSG00000145244,CORIN,CORIN,CORIN_HUMAN,1282
1283,ENSG00000043591,ADRB1,ADRB1,ADRB1_HUMAN,1283
1284,ENSG00000188778,ADRB3,ADRB3,ADRB3_HUMAN,1284
1285,ENSG00000184845,DRD1,DRD1,DRD1_HUMAN,1285
1286,ENSG00000169676,DRD5,DRD5,DRD5_HUMAN,1286
1287,ENSG00000128271,ADORA2A,ADORA2A,ADORA2A_HUMAN,1287
1288,ENSG00000170425,ADORA2B,ADORA2B,ADORA2B_HUMAN,1288
1289,ENSG00000171522,PTGER4,PTGER4,PTGER4_HUMAN,1289
1290,ENSG00000125384,PTGER2,PTGER2,PTGER2_HUMAN,1290
1291,ENSG00000160013,PTGIR,PTGIR,PTGIR_HUMAN,1291
1292,ENSG00000154165,GPR15,GPR15,GPR15_HUMAN,1292
1293,ENSG00000168229,PTGDR,PTGDR,PTGDR_HUMAN,1293
1294,ENSG00000166073,GPR176,GPR176,GPR176_HUMAN,1294
1295,ENSG00000178015,GPR150,GPR150,GPR150_HUMAN,1295
1296,ENSG00000179921,GPBAR1,GPBAR1,GPBAR1_HUMAN,1296
1297,ENSG00000146399,TAAR1,TAAR1,TAAR1_HUMAN,1297
1298,ENSG00000204882,GPR20,GPR20,GPR20_HUMAN,1298
1299,ENSG00000139572,GPR84,GPR84,GPR84_HUMAN,1299
1300,ENSG00000170837,GPR27,GPR27,GPR27_HUMAN,1300
1301,ENSG00000123901,GPR83,GPR83,GPR83_HUMAN,1301
1302,ENSG00000135973,GPR45,GPR45,GPR45_HUMAN,1302
1303,ENSG00000134183,GNAT2,GNAT2,GNAT2_HUMAN,1303
1304,ENSG00000232629,HLA-DQB2,HLA-DQB2,HLA-DQB2_HUMAN,1304
1305,ENSG00000067167,TRAM1,TRAM1,TRAM1_HUMAN,1305
1306,ENSG00000185989,RASA3,RASA3,RASA3_HUMAN,1306
1307,ENSG00000111679,PTPN6,PTPN6,PTPN6_HUMAN,1307
1308,ENSG00000167768,KRT1,KRT1,KRT1_HUMAN,1308
1309,ENSG00000038945,MSR1,MSR1,MSR1_HUMAN,1309
1310,ENSG00000064687,ABCA7,ABCA7,ABCA7_HUMAN,1310
1311,ENSG00000137868,STRA6,STRA6,STRA6_HUMAN,1311
1312,ENSG00000172819,RARG,RARG,RARG_HUMAN,1312
1313,ENSG00000162998,FRZB,FRZB,FRZB_HUMAN,1313
1314,ENSG00000119782,FKBP1B,FKBP1B,FKBP1B_HUMAN,1314
1315,ENSG00000154589,LY96,LY96,LY96_HUMAN,1315
1316,ENSG00000131871,SELENOS,SELENOS,SELENOS_HUMAN,1316
1317,ENSG00000120899,PTK2B,PTK2B,PTK2B_HUMAN,1317
1318,ENSG00000182704,TSKU,TSKU,TSKU_HUMAN,1318
1319,ENSG00000273079,GRIN2B,GRIN2B,GRIN2B_HUMAN,1319
1320,ENSG00000072694,FCGR2B,FCGR2B,FCGR2B_HUMAN,1320
1321,ENSG00000152894,PTPRK,PTPRK,PTPRK_HUMAN,1321
1322,ENSG00000105281,SLC1A5,SLC1A5,SLC1A5_HUMAN,1322
1323,ENSG00000158270,COLEC12,COLEC12,COLEC12_HUMAN,1323
1324,ENSG00000168077,SCARA3,SCARA3,SCARA3_HUMAN,1324
1325,ENSG00000186907,RTN4RL2,RTN4RL2,RTN4RL2_HUMAN,1325
1326,ENSG00000172243,CLEC7A,CLEC7A,CLEC7A_HUMAN,1326
1327,ENSG00000178623,GPR35,GPR35,GPR35_HUMAN,1327
1328,ENSG00000011028,MRC2,MRC2,MRC2_HUMAN,1328
1329,ENSG00000203737,GPR52,GPR52,GPR52_HUMAN,1329
1330,ENSG00000196218,RYR1,RYR1,RYR1_HUMAN,1330
1331,ENSG00000103310,ZP2,ZP2,ZP2_HUMAN,1331
1332,ENSG00000196071,OR2L13,OR2L13,OR2L13_HUMAN,1332
1333,ENSG00000104938,CLEC4M,CLEC4M,CLEC4M_HUMAN,1333
1334,ENSG00000166266,CUL5,CUL5,CUL5_HUMAN,1334
1335,ENSG00000183317,EPHA10,EPHA10,EPHA10_HUMAN,1335
1336,ENSG00000151490,PTPRO,PTPRO,PTPRO_HUMAN,1336
1337,ENSG00000106483,SFRP4,SFRP4,SFRP4_HUMAN,1337
1338,ENSG00000136986,DERL1,DERL1,DERL1_HUMAN,1338
1339,ENSG00000105383,CD33,CD33,CD33_HUMAN,1339
1340,ENSG00000085265,FCN1,FCN1,FCN1_HUMAN,1340
1341,ENSG00000168135,KCNJ4,KCNJ4,KCNJ4_HUMAN,1341
1342,ENSG00000123700,KCNJ2,KCNJ2,KCNJ2_HUMAN,1342
1343,ENSG00000118762,PKD2,PKD2,PKD2_HUMAN,1343
1344,ENSG00000107731,UNC5B,UNC5B,UNC5B_HUMAN,1344
1345,ENSG00000025796,SEC63,SEC63,SEC63_HUMAN,1345
1346,ENSG00000230301,OR5H6,OR5H6,OR5H6_HUMAN,1346
1347,ENSG00000279116,OR8D2,OR8D2,OR8D2_HUMAN,1347
1348,ENSG00000198104,OR2T6,OR2T6,OR2T6_HUMAN,1348
1349,ENSG00000126016,AMOT,AMOT,AMOT_HUMAN,1349
1350,ENSG00000125844,RRBP1,RRBP1,RRBP1_HUMAN,1350
1351,ENSG00000198626,RYR2,RYR2,RYR2_HUMAN,1351
1352,ENSG00000137975,CLCA2,CLCA2,CLCA2_HUMAN,1352
1353,ENSG00000221882,OR3A2,OR3A2,OR3A2_HUMAN,1353
1354,ENSG00000183454,GRIN2A,GRIN2A,GRIN2A_HUMAN,1354
1355,ENSG00000171867,PRNP,PRNP,PRNP_HUMAN,1355
1356,ENSG00000105464,GRIN2D,GRIN2D,GRIN2D_HUMAN,1356
1357,ENSG00000082175,PGR,PGR,PGR_HUMAN,1357
1358,ENSG00000143226,FCGR2A,FCGR2A,FCGR2A_HUMAN,1358
1359,ENSG00000117335,CD46,CD46,CD46_HUMAN,1359
1360,ENSG00000107611,CUBN,CUBN,CUBN_HUMAN,1360
1361,ENSG00000150337,FCGR1A,FCGR1A,FCGR1A_HUMAN,1361
1362,ENSG00000177807,KCNJ10,KCNJ10,KCNJ10_HUMAN,1362
1363,ENSG00000204713,TRIM27,TRIM27,TRIM27_HUMAN,1363
1364,ENSG00000173762,CD7,CD7,CD7_HUMAN,1364
1365,ENSG00000170128,GPR25,GPR25,GPR25_HUMAN,1365
1366,ENSG00000179603,GRM8,GRM8,GRM8_HUMAN,1366
1367,ENSG00000078589,P2RY10,P2RY10,P2RY10_HUMAN,1367
1368,ENSG00000126266,FFAR1,FFAR1,FFAR1_HUMAN,1368
1369,ENSG00000185897,FFAR3,FFAR3,FFAR3_HUMAN,1369
1370,ENSG00000122679,RAMP3,RAMP3,RAMP3_HUMAN,1370
1371,ENSG00000072071,ADGRL1,ADGRL1,ADGRL1_HUMAN,1371
1372,ENSG00000151704,KCNJ1,KCNJ1,KCNJ1_HUMAN,1372
1373,ENSG00000164199,ADGRV1,ADGRV1,ADGRV1_HUMAN,1373
1374,ENSG00000040731,CDH10,CDH10,CDH10_HUMAN,1374
1375,ENSG00000081138,CDH7,CDH7,CDH7_HUMAN,1375
1376,ENSG00000118946,PCDH17,PCDH17,PCDH17_HUMAN,1376
1377,ENSG00000153707,PTPRD,PTPRD,PTPRD_HUMAN,1377
1378,ENSG00000176884,GRIN1,GRIN1,GRIN1_HUMAN,1378
1379,ENSG00000197324,LRP10,LRP10,LRP10_HUMAN,1379
1380,ENSG00000143324,XPR1,XPR1,XPR1_HUMAN,1380
1381,ENSG00000120251,GRIA2,GRIA2,GRIA2_HUMAN,1381
1382,ENSG00000125675,GRIA3,GRIA3,GRIA3_HUMAN,1382
1383,ENSG00000107593,PKD2L1,PKD2L1,PKD2L1_HUMAN,1383
1384,ENSG00000132670,PTPRA,PTPRA,PTPRA_HUMAN,1384
1385,ENSG00000111199,TRPV4,TRPV4,TRPV4_HUMAN,1385
1386,ENSG00000171189,GRIK1,GRIK1,GRIK1_HUMAN,1386
1387,ENSG00000164418,GRIK2,GRIK2,GRIK2_HUMAN,1387
1388,ENSG00000153233,PTPRR,PTPRR,PTPRR_HUMAN,1388
1389,ENSG00000144724,PTPRG,PTPRG,PTPRG_HUMAN,1389
1390,ENSG00000163606,CD200R1,CD200R1,CD200R1_HUMAN,1390
1391,ENSG00000213413,PVRIG,PVRIG,PVRIG_HUMAN,1391
1392,ENSG00000139187,KLRG1,KLRG1,KLRG1_HUMAN,1392
1393,ENSG00000206531,CD200R1L,CD200R1L,CD200R1L_HUMAN,1393
1394,ENSG00000095970,TREM2,TREM2,TREM2_HUMAN,1394
1395,ENSG00000070729,CNGB1,CNGB1,CNGB1_HUMAN,1395
1396,ENSG00000132259,CNGA4,CNGA4,CNGA4_HUMAN,1396
1397,ENSG00000082458,DLG3,DLG3,DLG3_HUMAN,1397
1398,ENSG00000167332,OR51E2,OR51E2,OR51E2_HUMAN,1398
1399,ENSG00000174343,CHRNA9,CHRNA9,CHRNA9_HUMAN,1399
1400,ENSG00000099957,P2RX6,P2RX6,P2RX6_HUMAN,1400
1401,ENSG00000152208,GRID2,GRID2,GRID2_HUMAN,1401
1402,ENSG00000203747,FCGR3A,FCGR3A,FCGR3A_HUMAN,1402
1403,ENSG00000022355,GABRA1,GABRA1,GABRA1_HUMAN,1403
1404,ENSG00000163288,GABRB1,GABRB1,GABRB1_HUMAN,1404
1405,ENSG00000113327,GABRG2,GABRG2,GABRG2_HUMAN,1405
1406,ENSG00000198821,CD247,CD247,CD247_HUMAN,1406
1407,ENSG00000166206,GABRB3,GABRB3,GABRB3_HUMAN,1407
1408,ENSG00000186297,GABRA5,GABRA5,GABRA5_HUMAN,1408
1409,ENSG00000169508,GPR183,GPR183,GPR183_HUMAN,1409
1410,ENSG00000011677,GABRA3,GABRA3,GABRA3_HUMAN,1410
1411,ENSG00000151834,GABRA2,GABRA2,GABRA2_HUMAN,1411
1412,ENSG00000145864,GABRB2,GABRB2,GABRB2_HUMAN,1412
1413,ENSG00000109158,GABRA4,GABRA4,GABRA4_HUMAN,1413
1414,ENSG00000145863,GABRA6,GABRA6,GABRA6_HUMAN,1414
1415,ENSG00000182256,GABRG3,GABRG3,GABRG3_HUMAN,1415
1416,ENSG00000268089,GABRQ,GABRQ,GABRQ_HUMAN,1416
1417,ENSG00000143217,NECTIN4,NECTIN4,NECTIN4_HUMAN,1417
1418,ENSG00000204970,PCDHA1,PCDHA1,PCDHA1_HUMAN,1418
1419,ENSG00000071991,CDH19,CDH19,CDH19_HUMAN,1419
1420,ENSG00000079112,CDH17,CDH17,CDH17_HUMAN,1420
1421,ENSG00000204961,PCDHA9,PCDHA9,PCDHA9_HUMAN,1421
1422,ENSG00000204962,PCDHA8,PCDHA8,PCDHA8_HUMAN,1422
1423,ENSG00000204965,PCDHA5,PCDHA5,PCDHA5_HUMAN,1423
1424,ENSG00000204969,PCDHA2,PCDHA2,PCDHA2_HUMAN,1424
1425,ENSG00000249158,PCDHA11,PCDHA11,PCDHA11_HUMAN,1425
1426,ENSG00000243232,PCDHAC2,PCDHAC2,PCDHAC2_HUMAN,1426
1427,ENSG00000163600,ICOS,ICOS,ICOS_HUMAN,1427
1428,ENSG00000088827,SIGLEC1,SIGLEC1,SIGLEC1_HUMAN,1428
1429,ENSG00000159164,SV2A,SV2A,SV2A_HUMAN,1429
